sweep_id,series,direction,encoder_deg,temperature_sensor_k,field_sensor_t,rho_xx_uohm_cm
A06,angle,down,23.79192243,1.81438927,12.27158578,25.35357419
A06,angle,down,23.79093651,1.81526492,12.25703853,25.33052316
A06,angle,down,23.78690996,1.81474034,12.24107985,25.29993897
A06,angle,down,23.78774434,1.81424939,12.22632214,25.27344649
A06,angle,down,23.79158258,1.81434649,12.21057863,25.24536529
A06,angle,down,23.78959570,1.81458796,12.19562311,25.21816963
A06,angle,down,23.78873504,1.81351415,12.17931699,25.19288636
A06,angle,down,23.78711441,1.81439575,12.16380559,25.16451532
A06,angle,down,23.78995100,1.81393929,12.14939276,25.13707583
A06,angle,down,23.78941138,1.81512973,12.13357948,25.11010998
A06,angle,down,23.79160918,1.81472213,12.11830623,25.08502949
A06,angle,down,23.78774189,1.81355656,12.10215078,25.06053914
A06,angle,down,23.79029977,1.81417474,12.08821391,25.03913139
A06,angle,down,23.78907234,1.81498252,12.07224639,25.01554005
A06,angle,down,23.79063168,1.81446768,12.05561244,24.99398018
A06,angle,down,23.78696454,1.81384432,12.04161912,24.97321747
A06,angle,down,23.78583776,1.81356711,12.02586580,24.95367326
A06,angle,down,23.78778357,1.81372179,12.01069770,24.93380187
A06,angle,down,23.78788218,1.81410397,11.99487904,24.91526540
A06,angle,down,23.78645361,1.81507424,11.97917964,24.89625226
A06,angle,down,23.79025740,1.81453691,11.96442332,24.87743681
A06,angle,down,23.79162661,1.81458298,11.94915339,24.85955872
A06,angle,down,23.78692444,1.81475458,11.93373515,24.84266741
A06,angle,down,23.78751875,1.81428930,11.91757125,24.82702706
A06,angle,down,23.78568816,1.81441985,11.90226752,24.81154501
A06,angle,down,23.78136317,1.81388559,11.88764069,24.79928289
A06,angle,down,23.78901648,1.81495129,11.87256095,24.78295079
A06,angle,down,23.78296053,1.81472091,11.85707427,24.76932256
A06,angle,down,23.78688334,1.81389601,11.84086604,24.75356983
A06,angle,down,23.78689399,1.81414140,11.82498761,24.73912990
A06,angle,down,23.78296163,1.81496442,11.81075333,24.72447592
A06,angle,down,23.78445529,1.81446673,11.79497260,24.70739567
A06,angle,down,23.78873718,1.81408928,11.77933302,24.68733615
A06,angle,down,23.78580629,1.81454288,11.76497907,24.67059689
A06,angle,down,23.78247300,1.81457961,11.74881476,24.64939347
A06,angle,down,23.79208785,1.81471625,11.73345012,24.62269536
A06,angle,down,23.78371088,1.81358341,11.71797890,24.59759191
A06,angle,down,23.78766747,1.81383468,11.70312359,24.57316203
A06,angle,down,23.79074080,1.81479282,11.68822972,24.54596180
A06,angle,down,23.78921365,1.81457773,11.67183052,24.51766026
A06,angle,down,23.79149474,1.81433988,11.65667969,24.49284434
A06,angle,down,23.78303256,1.81530029,11.64078645,24.46886513
A06,angle,down,23.78939314,1.81447813,11.62594217,24.44116230
A06,angle,down,23.79085876,1.81427704,11.61003132,24.41818262
A06,angle,down,23.78994652,1.81447960,11.59597278,24.39501708
A06,angle,down,23.78601257,1.81479865,11.57931224,24.37364801
A06,angle,down,23.79644409,1.81445064,11.56471821,24.35057814
A06,angle,down,23.79454606,1.81484935,11.54861467,24.33069299
A06,angle,down,23.78478174,1.81364928,11.53302140,24.31340481
A06,angle,down,23.78890093,1.81497780,11.51847415,24.29237905
A06,angle,down,23.78560658,1.81424451,11.50283726,24.27510722
A06,angle,down,23.79022695,1.81371684,11.48729040,24.25681429
A06,angle,down,23.78979247,1.81362893,11.47178161,24.23861063
A06,angle,down,23.78483747,1.81486670,11.45690129,24.22340126
A06,angle,down,23.78628930,1.81385344,11.44097071,24.20867448
A06,angle,down,23.78697118,1.81495441,11.42593220,24.19328959
A06,angle,down,23.79590428,1.81478433,11.40976919,24.18026408
A06,angle,down,23.78924691,1.81435074,11.39519707,24.16432406
A06,angle,down,23.79201372,1.81387859,11.37949520,24.15114402
A06,angle,down,23.79030124,1.81472468,11.36413019,24.14001701
A06,angle,down,23.79200667,1.81497343,11.34870138,24.12782864
A06,angle,down,23.79077692,1.81439878,11.33262342,24.11360937
A06,angle,down,23.78696740,1.81397929,11.31833472,24.10214977
A06,angle,down,23.79155851,1.81390233,11.30219778,24.08754528
A06,angle,down,23.78835746,1.81449902,11.28733115,24.06925981
A06,angle,down,23.78719776,1.81440981,11.27144397,24.05032281
A06,angle,down,23.78766166,1.81365700,11.25637470,24.02742216
A06,angle,down,23.78747551,1.81445931,11.24046386,24.00959246
A06,angle,down,23.78905549,1.81401502,11.22637455,23.98577241
A06,angle,down,23.78218752,1.81467219,11.21008663,23.95812026
A06,angle,down,23.79106086,1.81439294,11.19484051,23.93568614
A06,angle,down,23.78839209,1.81429622,11.17916261,23.90949809
A06,angle,down,23.78488001,1.81365947,11.16356731,23.88517404
A06,angle,down,23.79159087,1.81446503,11.14816531,23.86107079
A06,angle,down,23.78829308,1.81547925,11.13245783,23.83679105
A06,angle,down,23.79276097,1.81335343,11.11732672,23.81546361
A06,angle,down,23.78912201,1.81466545,11.10275810,23.79424742
A06,angle,down,23.78948306,1.81421350,11.08673419,23.77410989
A06,angle,down,23.78923610,1.81498844,11.07115121,23.75637372
A06,angle,down,23.79135095,1.81451773,11.05587578,23.73874413
A06,angle,down,23.78340522,1.81409146,11.04061076,23.72101825
A06,angle,down,23.79014923,1.81495826,11.02457734,23.70344363
A06,angle,down,23.79101407,1.81389659,11.01009502,23.68530727
A06,angle,down,23.78951743,1.81457653,10.99427546,23.67364239
A06,angle,down,23.78118999,1.81473593,10.97893245,23.66114625
A06,angle,down,23.78786459,1.81459315,10.96448595,23.64625752
A06,angle,down,23.79588612,1.81378089,10.94927592,23.63158643
A06,angle,down,23.78781973,1.81443080,10.93335093,23.62203965
A06,angle,down,23.79006849,1.81478496,10.91666446,23.61117238
A06,angle,down,23.78739941,1.81423979,10.90318423,23.59724465
A06,angle,down,23.78576237,1.81440094,10.88724420,23.59040523
A06,angle,down,23.78400795,1.81423887,10.87099450,23.57651842
A06,angle,down,23.78657452,1.81397259,10.85673904,23.56268310
A06,angle,down,23.79111925,1.81371469,10.84104645,23.54815774
A06,angle,down,23.78980827,1.81430042,10.82531164,23.53282815
A06,angle,down,23.78762572,1.81470357,10.80919146,23.51215721
A06,angle,down,23.78948635,1.81483866,10.79461265,23.49430220
A06,angle,down,23.78939911,1.81464146,10.77964539,23.47233431
A06,angle,down,23.78041807,1.81454480,10.76398596,23.44887900
A06,angle,down,23.78870342,1.81494428,10.74878016,23.42385016
A06,angle,down,23.78964826,1.81479644,10.73225914,23.40132044
A06,angle,down,23.78589087,1.81405902,10.71751792,23.37592751
A06,angle,down,23.79527544,1.81448839,10.70163141,23.35320593
A06,angle,down,23.78613484,1.81400556,10.68609519,23.33362191
A06,angle,down,23.78689109,1.81443930,10.67142417,23.31026959
A06,angle,down,23.79118952,1.81403334,10.65639067,23.29225727
A06,angle,down,23.79154276,1.81375737,10.64082176,23.27353808
A06,angle,down,23.78925780,1.81479765,10.62499686,23.25881656
A06,angle,down,23.78485022,1.81419682,10.60996821,23.24039103
A06,angle,down,23.78231576,1.81497839,10.59510576,23.22612211
A06,angle,down,23.78822185,1.81424385,10.57908434,23.21196887
A06,angle,down,23.79147882,1.81387117,10.56348381,23.19658325
A06,angle,down,23.78750471,1.81450661,10.54809824,23.18386300
A06,angle,down,23.78490591,1.81487236,10.53241998,23.16971718
A06,angle,down,23.78916750,1.81464202,10.51763000,23.16158105
A06,angle,down,23.78763073,1.81367520,10.50140247,23.15149643
A06,angle,down,23.78663980,1.81383760,10.48681910,23.14010799
A06,angle,down,23.79016325,1.81402392,10.47031261,23.13207299
A06,angle,down,23.78427451,1.81400463,10.45525813,23.12246872
A06,angle,down,23.79463536,1.81428673,10.44042868,23.11137259
A06,angle,down,23.78456669,1.81455100,10.42517387,23.09927379
A06,angle,down,23.78939098,1.81338116,10.40888249,23.08229366
A06,angle,down,23.78574680,1.81344157,10.39450956,23.06601626
A06,angle,down,23.78682071,1.81390417,10.37870423,23.04773241
A06,angle,down,23.79149053,1.81368978,10.36331095,23.02580000
A06,angle,down,23.79032629,1.81481087,10.34847196,23.00373842
A06,angle,down,23.78506025,1.81487239,10.33238558,22.98238699
A06,angle,down,23.78795634,1.81422932,10.31806350,22.95824453
A06,angle,down,23.78344928,1.81482231,10.30131014,22.93824371
A06,angle,down,23.78790940,1.81255719,10.28581619,22.91478921
A06,angle,down,23.78939732,1.81482198,10.27106339,22.89428236
A06,angle,down,23.78782462,1.81385496,10.25608461,22.87422837
A06,angle,down,23.78759942,1.81403522,10.24091847,22.86006560
A06,angle,down,23.78969473,1.81474282,10.22494289,22.84288472
A06,angle,down,23.78678435,1.81427817,10.20851705,22.82570295
A06,angle,down,23.79126706,1.81367311,10.19403328,22.81302629
A06,angle,down,23.78497015,1.81414272,10.18039013,22.80013891
A06,angle,down,23.79096005,1.81451101,10.16289623,22.78470264
A06,angle,down,23.79460661,1.81445314,10.14762959,22.77700156
A06,angle,down,23.78948994,1.81365166,10.13255012,22.76457260
A06,angle,down,23.78515103,1.81474867,10.11655562,22.75651759
A06,angle,down,23.78283046,1.81484747,10.10202299,22.74576699
A06,angle,down,23.78722032,1.81377879,10.08668684,22.73777229
A06,angle,down,23.78715065,1.81311181,10.07119854,22.73042596
A06,angle,down,23.78468774,1.81364978,10.05604769,22.71933861
A06,angle,down,23.78758946,1.81588831,10.04023682,22.71089642
A06,angle,down,23.78781744,1.81492216,10.02537917,22.69520866
A06,angle,down,23.78959987,1.81526761,10.00917274,22.67993218
A06,angle,down,23.78781341,1.81471284,9.99424388,22.65975194
A06,angle,down,23.78776546,1.81347693,9.97894099,22.64031846
A06,angle,down,23.78769383,1.81326058,9.96414375,22.61876768
A06,angle,down,23.79023523,1.81381063,9.94906261,22.59799263
A06,angle,down,23.78966900,1.81542104,9.93183243,22.57445821
A06,angle,down,23.78731647,1.81448804,9.91701028,22.55498693
A06,angle,down,23.78654690,1.81499291,9.90133768,22.53472476
A06,angle,down,23.79201308,1.81426787,9.88645948,22.51489126
A06,angle,down,23.79108359,1.81410294,9.87145941,22.50082504
A06,angle,down,23.79124753,1.81447842,9.85597187,22.48572501
A06,angle,down,23.78811013,1.81416906,9.84000629,22.46789059
A06,angle,down,23.78899041,1.81365668,9.82435972,22.45554068
A06,angle,down,23.79016562,1.81471360,9.80911452,22.44395400
A06,angle,down,23.78996793,1.81470239,9.79433022,22.43186823
A06,angle,down,23.79162512,1.81358224,9.77840147,22.42202867
A06,angle,down,23.79369987,1.81433561,9.76328539,22.41226409
A06,angle,down,23.79061293,1.81446844,9.74807918,22.40309682
A06,angle,down,23.79124350,1.81342471,9.73319430,22.39582141
A06,angle,down,23.78916900,1.81518383,9.71665340,22.39091507
A06,angle,down,23.78980315,1.81467321,9.70195369,22.37958875
A06,angle,down,23.79311483,1.81416044,9.68627889,22.37338572
A06,angle,down,23.78328061,1.81459029,9.67100380,22.36144204
A06,angle,down,23.78913928,1.81419416,9.65515135,22.34599171
A06,angle,down,23.78957863,1.81435384,9.64090618,22.33041589
A06,angle,down,23.79113454,1.81399797,9.62455493,22.31111380
A06,angle,down,23.78266403,1.81340326,9.60932261,22.29150692
A06,angle,down,23.78871642,1.81438328,9.59484617,22.26928530
A06,angle,down,23.78526544,1.81385323,9.57875406,22.24901557
A06,angle,down,23.78676771,1.81427661,9.56347699,22.22679277
A06,angle,down,23.78805445,1.81456700,9.54818991,22.21105146
A06,angle,down,23.78951675,1.81383724,9.53229888,22.19330476
A06,angle,down,23.78498090,1.81469911,9.51748975,22.17593232
A06,angle,down,23.78133794,1.81448106,9.50114596,22.16229896
A06,angle,down,23.78683848,1.81509626,9.48624865,22.14917876
A06,angle,down,23.78754396,1.81507594,9.47016460,22.13756102
A06,angle,down,23.78901884,1.81474067,9.45560001,22.12609510
A06,angle,down,23.78842880,1.81515662,9.44019521,22.11682613
A06,angle,down,23.78601407,1.81328648,9.42418595,22.10925342
A06,angle,down,23.78498402,1.81478312,9.40938210,22.10140626
A06,angle,down,23.78631237,1.81452971,9.39355710,22.09410069
A06,angle,down,23.79217075,1.81429847,9.37953755,22.08739499
A06,angle,down,23.79101805,1.81481613,9.36354671,22.08146964
A06,angle,down,23.78586641,1.81276150,9.34767697,22.07260789
A06,angle,down,23.79352838,1.81486053,9.33266855,22.06135861
A06,angle,down,23.78561262,1.81363549,9.31615980,22.04591264
A06,angle,down,23.78795506,1.81438588,9.30141608,22.02886705
A06,angle,down,23.79238154,1.81489982,9.28591450,22.01168474
A06,angle,down,23.78472998,1.81269524,9.27036085,21.98921348
A06,angle,down,23.78759015,1.81420171,9.25528382,21.97045008
A06,angle,down,23.78796941,1.81436182,9.23998319,21.95134530
A06,angle,down,23.79278660,1.81431470,9.22504605,21.92892607
A06,angle,down,23.78738013,1.81319202,9.20937500,21.91515533
A06,angle,down,23.78983673,1.81448027,9.19358327,21.89708917
A06,angle,down,23.79168290,1.81418433,9.17852446,21.88608878
A06,angle,down,23.78561374,1.81457269,9.16237999,21.87290901
A06,angle,down,23.79140378,1.81480783,9.14700458,21.86362644
A06,angle,down,23.78834419,1.81427766,9.13270150,21.85168746
A06,angle,down,23.78822742,1.81518727,9.11647080,21.84368322
A06,angle,down,23.78980312,1.81471358,9.10101426,21.83737356
A06,angle,down,23.79104654,1.81415351,9.08655126,21.83061665
A06,angle,down,23.78924677,1.81477260,9.07071323,21.82419869
A06,angle,down,23.78491987,1.81362045,9.05572096,21.81743222
A06,angle,down,23.78952968,1.81465374,9.04072170,21.81069660
A06,angle,down,23.78724980,1.81371448,9.02469941,21.80182695
A06,angle,down,23.79412187,1.81361467,9.00871840,21.78920701
A06,angle,down,23.78967570,1.81388514,8.99318391,21.77475714
A06,angle,down,23.79426434,1.81422333,8.97873335,21.75352557
A06,angle,down,23.78589941,1.81394430,8.96263880,21.73795935
A06,angle,down,23.78475527,1.81471651,8.94776528,21.71790101
A06,angle,down,23.78927262,1.81417008,8.93171289,21.69704240
A06,angle,down,23.78712554,1.81484412,8.91733232,21.67790724
A06,angle,down,23.79293993,1.81326629,8.90040147,21.66508044
A06,angle,down,23.78960909,1.81463828,8.88649649,21.64852515
A06,angle,down,23.78947316,1.81416948,8.87022741,21.63546275
A06,angle,down,23.78455302,1.81435950,8.85517177,21.62495739
A06,angle,down,23.78543319,1.81482684,8.83918275,21.61667486
A06,angle,down,23.78794815,1.81471197,8.82384404,21.60932334
A06,angle,down,23.79051217,1.81441557,8.80849256,21.60104769
A06,angle,down,23.79281671,1.81428293,8.79403682,21.59549657
A06,angle,down,23.78445970,1.81555431,8.77816121,21.58955736
A06,angle,down,23.78957760,1.81372176,8.76334427,21.58264445
A06,angle,down,23.79058672,1.81400977,8.74650869,21.57898131
A06,angle,down,23.78205550,1.81413563,8.73207084,21.56830789
A06,angle,down,23.78905891,1.81461141,8.71681734,21.55911837
A06,angle,down,23.78724677,1.81505444,8.70035979,21.54077127
A06,angle,down,23.79333502,1.81383664,8.68619547,21.52398421
A06,angle,down,23.78087703,1.81313437,8.67056371,21.50199623
A06,angle,down,23.78505447,1.81344313,8.65500324,21.48406593
A06,angle,down,23.78985351,1.81414862,8.64048903,21.46723496
A06,angle,down,23.78855195,1.81362878,8.62423858,21.45021962
A06,angle,down,23.78270736,1.81433761,8.60888228,21.43622595
A06,angle,down,23.79223520,1.81408574,8.59439517,21.42622220
A06,angle,down,23.79421824,1.81491818,8.57790617,21.41339782
A06,angle,down,23.78885591,1.81389604,8.56266835,21.40234508
A06,angle,down,23.78222088,1.81412954,8.54673999,21.39512800
A06,angle,down,23.78886912,1.81435748,8.53196595,21.38981896
A06,angle,down,23.78424301,1.81393817,8.51637269,21.38455613
A06,angle,down,23.79003984,1.81422290,8.50132792,21.37869390
A06,angle,down,23.79440917,1.81456187,8.48610113,21.37630639
A06,angle,down,23.78781581,1.81445066,8.47023208,21.36790740
A06,angle,down,23.78402115,1.81471684,8.45423428,21.36165476
A06,angle,down,23.78775200,1.81463251,8.43929899,21.35109698
A06,angle,down,23.78874380,1.81446086,8.42416178,21.33319590
A06,angle,down,23.78851263,1.81351604,8.40854802,21.31493058
A06,angle,down,23.78736758,1.81385958,8.39361382,21.29544124
A06,angle,down,23.79067972,1.81451113,8.37781295,21.27754432
A06,angle,down,23.78647713,1.81453251,8.36259372,21.26272448
A06,angle,down,23.78765663,1.81469217,8.34653967,21.24645492
A06,angle,down,23.78469531,1.81511483,8.33188662,21.23495095
A06,angle,down,23.78377941,1.81419830,8.31561442,21.22176652
A06,angle,down,23.78463138,1.81387668,8.30054643,21.21512699
A06,angle,down,23.78743681,1.81456768,8.28585607,21.20506262
A06,angle,down,23.79484824,1.81347555,8.27107927,21.19908889
A06,angle,down,23.78782885,1.81418987,8.25469193,21.19602871
A06,angle,down,23.78855233,1.81508167,8.23869182,21.19142758
A06,angle,down,23.78723210,1.81463121,8.22383569,21.19110504
A06,angle,down,23.78909623,1.81444668,8.20812667,21.18269139
A06,angle,down,23.78813031,1.81420557,8.19300758,21.17369060
A06,angle,down,23.79069100,1.81452353,8.17722618,21.16034033
A06,angle,down,23.78509084,1.81393245,8.16288871,21.14477325
A06,angle,down,23.79057741,1.81486015,8.14679021,21.12543611
A06,angle,down,23.78593933,1.81354422,8.13277590,21.10803766
A06,angle,down,23.78859911,1.81491411,8.11633167,21.09046906
A06,angle,down,23.78808150,1.81405730,8.10132039,21.07605735
A06,angle,down,23.78688330,1.81479132,8.08595027,21.06396762
A06,angle,down,23.79023864,1.81455349,8.07064208,21.05555731
A06,angle,down,23.79398492,1.81430155,8.05483714,21.04467820
A06,angle,down,23.78880152,1.81422709,8.03957278,21.03809445
A06,angle,down,23.78646125,1.81440831,8.02429531,21.03317732
A06,angle,down,23.78716753,1.81453479,8.00987682,21.02779365
A06,angle,down,23.78619213,1.81568410,7.99366324,21.02578629
A06,angle,down,23.78890871,1.81379795,7.97767584,21.06392428
A06,angle,down,23.78869885,1.81345271,7.96232325,21.01629233
A06,angle,down,23.79356828,1.81308939,7.94728044,21.00462717
A06,angle,down,23.78616366,1.81366058,7.93194044,20.98873526
A06,angle,down,23.78654810,1.81438654,7.91660194,20.97496591
A06,angle,down,23.78680952,1.81437062,7.90018823,20.95752553
A06,angle,down,23.78830165,1.81366325,7.88588627,20.94015194
A06,angle,down,23.79032027,1.81516661,7.87048035,20.92530278
A06,angle,down,23.78914931,1.81457787,7.85438775,20.91272424
A06,angle,down,23.79075769,1.81368075,7.83910630,20.90258279
A06,angle,down,23.78492698,1.81463713,7.82365049,20.89171663
A06,angle,down,23.78898824,1.81459223,7.80653451,20.88367344
A06,angle,down,23.78813895,1.81436177,7.79263595,20.88059101
A06,angle,down,23.79142604,1.81433502,7.77794693,20.87971600
A06,angle,down,23.79314510,1.81430339,7.76209769,20.87351765
A06,angle,down,23.79213779,1.81354426,7.74572670,20.86958605
A06,angle,down,23.78450157,1.81455922,7.73237343,20.86562799
A06,angle,down,23.78390275,1.81459341,7.71607975,20.85539737
A06,angle,down,23.78866252,1.81452552,7.70145036,20.84077914
A06,angle,down,23.79086032,1.81421342,7.68559800,20.82498999
A06,angle,down,23.78892088,1.81404228,7.66969396,20.80441903
A06,angle,down,23.79143577,1.81474218,7.65493874,20.78947538
A06,angle,down,23.79022485,1.81368307,7.63925922,20.77457501
A06,angle,down,23.78818824,1.81359365,7.62350046,20.76683540
A06,angle,down,23.78856721,1.81334119,7.60924330,20.75746722
A06,angle,down,23.78546206,1.81427001,7.59310102,20.74891678
A06,angle,down,23.78998455,1.81447594,7.57727361,20.74477835
A06,angle,down,23.78744575,1.81524665,7.56211223,20.74193700
A06,angle,down,23.78938332,1.81397642,7.54600087,20.73876896
A06,angle,down,23.78571511,1.81510826,7.53165918,20.73784084
A06,angle,down,23.78858273,1.81405034,7.51663823,20.73063431
A06,angle,down,23.79282169,1.81449589,7.50078023,20.72072268
A06,angle,down,23.78728547,1.81431402,7.48490781,20.70328108
A06,angle,down,23.78645353,1.81387287,7.46961203,20.68935509
A06,angle,down,23.78710234,1.81466600,7.45494264,20.67174797
A06,angle,down,23.79463240,1.81502646,7.43858528,20.65694960
A06,angle,down,23.79079672,1.81381351,7.42425623,20.64547872
A06,angle,down,23.78437574,1.81424338,7.40859647,20.63756536
A06,angle,down,23.78950794,1.81415248,7.39269790,20.62918027
A06,angle,down,23.78801452,1.81376412,7.37708630,20.62287773
A06,angle,down,23.78724035,1.81537820,7.36205493,20.61846719
A06,angle,down,23.78827539,1.81491306,7.34745611,20.61938065
A06,angle,down,23.78643233,1.81477897,7.33160172,20.61516563
A06,angle,down,23.78893487,1.81361316,7.31687188,20.61056853
A06,angle,down,23.78176298,1.81411977,7.29993672,20.59985961
A06,angle,down,23.79383723,1.81400071,7.28569030,20.58723202
A06,angle,down,23.79103954,1.81463021,7.26902859,20.57099172
A06,angle,down,23.79270274,1.81391532,7.25437169,20.55442566
A06,angle,down,23.78902766,1.81265794,7.23859403,20.54095184
A06,angle,down,23.78832755,1.81461363,7.22311740,20.52892399
A06,angle,down,23.78465232,1.81493345,7.20899200,20.52193490
A06,angle,down,23.78332188,1.81385298,7.19294178,
A06,angle,down,23.78545960,1.81466861,7.17738549,20.51030494
A06,angle,down,23.78943268,1.81289211,7.16224341,20.50746396
A06,angle,down,23.79011488,1.81377036,7.14644546,20.50504025
A06,angle,down,23.78363486,1.81395858,7.13132190,20.50050014
A06,angle,down,23.79065312,1.81398068,7.11553999,20.49666069
A06,angle,down,23.78962721,1.81455614,7.10065410,20.48116677
A06,angle,down,23.78769488,1.81336193,7.08515024,20.46884220
A06,angle,down,23.79137463,1.81415555,7.06964979,20.45350210
A06,angle,down,23.78351967,1.81370977,7.05398241,20.43668001
A06,angle,down,23.78363480,1.81392866,7.03862841,20.42655391
A06,angle,down,23.78821670,1.81485847,7.02368404,20.41777934
A06,angle,down,23.79337874,1.81409151,7.00820472,20.40953756
A06,angle,down,23.78796107,1.81408172,6.99198992,20.40526113
A06,angle,down,23.78972487,1.81455491,6.97722298,20.40134453
A06,angle,down,23.78941997,1.81336128,6.96196247,20.40233946
A06,angle,down,23.78519529,1.81449513,6.94686343,20.40124160
A06,angle,down,23.79277324,1.81360061,6.93063649,20.39331876
A06,angle,down,23.79016612,1.81409178,6.91581362,20.38272732
A06,angle,down,23.78780962,1.81425153,6.90027863,20.36505498
A06,angle,down,23.78691538,1.81443463,6.88521560,20.35233773
A06,angle,down,23.78964784,1.81463679,6.87029308,20.33842502
A06,angle,down,23.79019862,1.81354793,6.85488858,20.32625440
A06,angle,down,23.78238216,1.81474118,6.83919895,20.31949634
A06,angle,down,23.78826322,1.81413902,6.82273558,20.31678058
A06,angle,down,23.78742799,1.81452197,6.80764279,20.31009415
A06,angle,down,23.79160977,1.81502636,6.79336465,20.31074804
A06,angle,down,23.78439714,1.81494431,6.77766107,20.30763643
A06,angle,down,23.78766916,1.81487782,6.76178546,20.30015211
A06,angle,down,23.77874930,1.81376797,6.74677393,20.29319169
A06,angle,down,23.78580533,1.81418771,6.73112301,20.27823874
A06,angle,down,23.78636104,1.81495350,6.71572357,20.26139131
A06,angle,down,23.78748802,1.81427838,6.70014556,20.24900789
A06,angle,down,23.79071554,1.81457255,6.68481414,20.23828539
A06,angle,down,23.78615750,1.81380380,6.66871903,20.23158501
A06,angle,down,23.79094580,1.81401541,6.65456598,20.22657911
A06,angle,down,23.79100066,1.81385325,6.63859331,20.22520249
A06,angle,down,23.78871145,1.81400116,6.62245453,20.22337219
A06,angle,down,23.78541334,1.81413433,6.60762431,20.22023392
A06,angle,down,23.79000894,1.81422219,6.59112973,20.21444617
A06,angle,down,23.78826118,1.81435265,6.57712735,20.20406375
A06,angle,down,23.78781271,1.81411147,6.56205839,20.18907285
A06,angle,down,23.79123581,1.81477944,6.54687127,20.17705235
A06,angle,down,23.79240452,1.81420201,6.53110167,20.16387791
A06,angle,down,23.79159384,1.81501698,6.51615359,20.15517704
A06,angle,down,23.79125993,1.81422834,6.49993944,20.14696122
A06,angle,down,23.79031058,1.81442884,6.48488770,20.14570076
A06,angle,down,23.79010220,1.81498716,6.47028209,20.14470032
A06,angle,down,23.78782123,1.81448562,6.45358929,20.14321556
A06,angle,down,23.78499613,1.81355908,6.43882512,20.13841126
A06,angle,down,23.78507207,1.81410714,6.42323506,20.12869127
A06,angle,down,23.78827827,1.81408127,6.40810268,20.11322913
A06,angle,down,23.78844974,1.81365798,6.39282411,20.10090415
A06,angle,down,23.78650687,1.81459774,6.37732175,20.08712387
A06,angle,down,23.78568601,1.81452201,6.36175381,20.07961400
A06,angle,down,23.79401853,1.81453517,6.34641804,20.07467436
A06,angle,down,23.79040263,1.81458317,6.33122909,20.07161840
A06,angle,down,23.78672977,1.81424016,6.31609423,20.07055320
A06,angle,down,23.78555456,1.81342389,6.29953369,20.07240461
A06,angle,down,23.78771414,1.81395428,6.28464691,20.06504759
A06,angle,down,23.78763375,1.81536697,6.26866012,20.05339188
A06,angle,down,23.78634886,1.81446062,6.25391014,20.03938616
A06,angle,down,23.78622547,1.81392568,6.23896065,20.02665923
A06,angle,down,23.78845708,1.81449687,6.22329538,20.01472097
A06,angle,down,23.78699958,1.81480464,6.20780410,20.01064039
A06,angle,down,23.79080100,1.81458579,6.19293069,20.00585101
A06,angle,down,23.78667252,1.81459837,6.17660207,20.00566425
A06,angle,down,23.79225165,1.81494114,6.16124063,20.00383504
A06,angle,down,23.78446190,1.81404925,6.14702561,19.99925389
A06,angle,down,23.78804331,1.81463240,6.13121215,19.99043641
A06,angle,down,23.79185474,1.81349299,6.11524149,19.97639440
A06,angle,down,23.78296044,1.81459559,6.10009855,19.96352649
A06,angle,down,23.79058599,1.81401789,6.08503760,19.95489495
A06,angle,down,23.78640513,1.81473647,6.06958079,19.94581387
A06,angle,down,23.78972052,1.81314756,6.05393451,19.94463836
A06,angle,down,23.78914286,1.81383840,6.03836910,19.94307172
A06,angle,down,23.78424052,1.81417090,6.02326584,19.94070265
A06,angle,down,23.79043101,1.81371904,6.00723645,19.93648799
A06,angle,down,23.78654955,1.81492440,5.99241027,19.92627900
A06,angle,down,23.79049473,1.81424211,5.97647071,19.91418789
A06,angle,down,23.79510054,1.81451100,5.96088768,19.90128886
A06,angle,down,23.78631302,1.81376110,5.94545890,19.89426132
A06,angle,down,23.79217083,1.81484473,5.93021746,19.88706577
A06,angle,down,23.79240456,1.81449795,5.91498260,19.88444342
A06,angle,down,23.78593445,1.81402639,5.89971853,19.88424093
A06,angle,down,23.78421502,1.81498077,5.88485748,19.88530235
A06,angle,down,23.78562129,1.81447036,5.86795440,19.87553313
A06,angle,down,23.79131972,1.81479785,5.85393738,19.86448713
A06,angle,down,23.78625104,1.81520887,5.83811540,19.85132773
A06,angle,down,23.78467277,1.81490185,5.82303095,19.83956361
A06,angle,down,23.79382740,1.81485004,5.80785128,19.83421522
A06,angle,down,23.79105506,1.81392113,5.79087397,19.83229079
A06,angle,down,23.78969302,1.81314658,5.77701204,19.83283592
A06,angle,down,23.79025677,1.81442950,5.76116451,19.83014250
A06,angle,down,23.78541938,1.81470027,5.74627485,19.82246528
A06,angle,down,23.78890351,1.81456420,5.73019598,19.81020533
A06,angle,down,23.78615649,1.81476531,5.71548906,19.79893180
A06,angle,down,23.78299951,1.81462055,5.69987116,19.79290253
A06,angle,down,23.79136443,1.81423052,5.68453477,19.78344630
A06,angle,down,23.78017790,1.81468524,5.66910534,19.78149947
A06,angle,down,23.78996042,1.81467120,5.65406621,19.78169554
A06,angle,down,23.78911919,1.81473390,5.63846130,19.77605171
A06,angle,down,23.79077029,1.81456101,5.62307856,19.77205154
A06,angle,down,23.78811121,1.81487034,5.60705823,19.75911708
A06,angle,down,23.79167042,1.81343478,5.59184149,19.74573055
A06,angle,down,23.78913534,1.81448022,5.57620232,19.74081541
